,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,CatG3
523,MS,M,18,U,LE3,T,1,1,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6,C
524,MS,F,16,R,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,5,2,1,1,1,2,2,7,9,8,C
525,MS,M,17,U,LE3,T,1,1,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,5,0,15,14,16,A
526,MS,F,17,R,GT3,T,1,0,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,2,5,1,13,14,14,B
527,MS,M,16,U,LE3,T,0,0,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,C
528,MS,F,17,R,GT3,T,0,0,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9,C
529,MS,F,16,U,LE3,T,1,1,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,B
530,MS,M,17,U,GT3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,1,4,5,5,3,8,7,10,9,C
531,MS,M,17,U,GT3,T,0,0,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,C
532,MS,M,16,U,GT3,T,0,0,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,5,2,2,1,4,5,2,9,7,8,C
533,MS,F,16,U,LE3,T,0,0,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,1,2,2,1,1,3,0,14,15,16,A
534,MS,M,16,U,LE3,T,1,1,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,5,1,2,2,5,5,0,11,12,12,B
535,MS,M,15,R,GT3,T,0,0,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,C
536,MS,M,15,U,LE3,A,0,0,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,B
537,MS,M,15,U,LE3,A,0,0,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,2,5,11,12,13,12,B
538,MS,F,16,R,LE3,T,0,0,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,5,3,3,2,2,5,2,11,11,11,B
539,MS,F,16,U,LE3,T,1,0,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,C
540,MS,F,17,U,GT3,T,1,0,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,5,3,3,2,2,1,5,9,11,11,B
541,MS,F,17,R,GT3,T,0,0,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,B
542,MS,F,16,U,GT3,T,1,1,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,B
543,MS,M,17,R,GT3,T,1,1,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,1,3,3,1,3,5,2,9,9,8,C
544,MS,M,17,R,LE3,T,0,1,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,B
545,MS,M,17,U,GT3,T,1,1,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,C
546,MS,F,17,U,GT3,T,1,1,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,A
547,MS,M,16,R,LE3,T,1,0,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,1,2,2,1,2,0,10,11,11,B
548,MS,F,17,U,GT3,A,0,0,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,2,3,2,11,10,11,B
549,MS,F,17,R,GT3,T,1,0,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,2,3,5,0,17,18,18,A
550,MS,M,16,U,LE3,A,0,0,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,5,1,2,2,2,5,0,12,13,13,B
551,MS,M,17,U,GT3,T,1,0,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,5,1,2,2,2,1,0,13,14,13,B
552,MS,M,19,U,GT3,T,0,0,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,5,4,3,3,4,4,2,9,9,10,C
553,MS,M,17,U,LE3,A,0,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,5,1,2,1,1,5,4,11,11,12,B
554,MS,F,17,R,GT3,T,0,0,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,1,5,5,2,2,4,3,10,11,10,C
555,MS,F,16,R,GT3,T,0,0,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,5,3,4,1,1,3,5,13,14,13,B
556,MS,M,16,R,LE3,T,0,0,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,5,4,4,2,4,5,4,9,10,11,B
557,MS,F,17,R,GT3,T,1,0,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,C
558,MS,M,17,R,GT3,T,0,0,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,C
559,MS,M,18,R,GT3,T,0,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,5,3,2,1,1,4,0,12,12,13,B
560,MS,M,17,R,GT3,T,0,0,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,5,5,5,1,3,2,0,10,9,10,C
561,MS,M,18,U,LE3,T,0,0,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,3,1,4,5,6,10,9,10,C
562,MS,F,16,R,LE3,T,0,0,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,B
563,MS,M,17,U,GT3,T,0,0,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,D
564,MS,M,16,R,GT3,T,1,0,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,5,5,2,3,5,2,11,9,10,C
565,MS,M,16,R,LE3,T,0,0,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,5,5,2,4,5,0,10,10,9,C
566,MS,M,18,R,GT3,T,0,0,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,C
567,MS,M,18,R,GT3,T,1,0,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,1,3,1,2,2,5,0,4,0,0,D
568,MS,M,19,U,GT3,T,1,0,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,1,2,1,1,1,3,4,6,11,9,C
569,MS,M,18,U,GT3,T,1,1,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,5,4,5,1,3,3,9,4,8,8,C
570,MS,M,16,R,GT3,T,0,0,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,C
571,MS,M,19,U,GT3,T,0,0,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,5,4,3,1,3,5,4,8,9,9,C
572,MS,F,16,U,GT3,A,1,0,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,1,5,5,1,1,1,8,5,5,7,C
573,MS,F,17,U,GT3,T,0,0,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,2,5,9,7,9,10,C
574,MS,M,20,R,GT3,T,0,0,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,4,3,2,4,4,12,8,11,10,C
575,MS,F,18,R,GT3,A,1,1,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10,C
576,MS,M,18,R,GT3,T,1,0,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,1,5,5,5,5,5,8,9,10,11,B
577,MS,M,19,R,GT3,T,0,0,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11,B
578,MS,M,17,U,GT3,T,1,1,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,5,5,4,2,3,3,4,8,9,10,C
579,MS,M,18,U,LE3,T,0,1,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,5,3,3,2,3,3,0,9,10,9,C
580,MS,M,19,R,GT3,T,0,0,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,5,4,4,3,3,5,4,8,9,10,C
581,MS,F,18,U,GT3,A,0,0,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,5,3,3,1,1,5,2,6,8,8,C
582,MS,F,19,U,LE3,A,0,0,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7,C
583,MS,F,18,R,GT3,T,0,0,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0,D
584,MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,1,5,0,10,11,11,B
585,MS,F,17,R,LE3,A,1,0,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,5,2,3,2,2,3,5,8,7,8,C
586,MS,F,17,U,GT3,T,1,0,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0,D
587,MS,F,18,R,LE3,T,0,0,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,1,3,3,1,2,4,3,7,6,8,C
588,MS,F,17,U,GT3,T,1,0,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,1,2,2,1,1,5,0,8,10,9,C
589,MS,F,17,U,LE3,T,0,0,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10,C
590,MS,F,18,U,GT3,T,0,0,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,1,4,4,2,2,5,3,7,8,7,C
591,MS,F,18,U,GT3,T,0,0,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,5,3,5,1,1,1,2,12,13,14,B
592,MS,F,17,U,GT3,T,1,1,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,1,4,0,11,12,13,B
593,MS,F,18,U,LE3,A,0,0,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,12,13,14,B
594,MS,F,18,U,GT3,T,1,1,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,5,3,5,1,2,1,0,18,18,18,A
595,MS,M,18,U,LE3,T,1,1,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17,A
596,MS,F,17,U,GT3,T,1,0,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,4,0,17,18,18,A
597,MS,F,18,R,GT3,T,0,0,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,5,3,3,1,1,4,0,9,0,0,D
598,MS,M,18,U,LE3,T,0,0,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,5,1,4,5,5,1,8,10,11,11,B
599,MS,M,18,R,GT3,T,1,1,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,1,5,5,1,1,1,5,12,13,14,B
600,MS,M,17,R,GT3,T,0,0,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,5,2,3,3,4,4,4,12,13,14,B
601,MS,F,18,U,GT3,T,0,0,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4,8,8,10,C
602,MS,F,18,U,LE3,T,0,0,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13,B
603,MS,F,18,R,LE3,A,1,0,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0,D
604,MS,F,18,U,GT3,T,0,0,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,5,4,2,1,2,2,2,9,10,10,C
605,MS,F,19,U,GT3,T,0,0,at_home,services,other,father,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0,D
606,MS,F,17,U,GT3,T,1,0,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,3,1,5,0,18,18,18,A
607,MS,F,17,R,LE3,A,0,0,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12,B
608,MS,F,18,U,LE3,A,0,0,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11,B
609,MS,F,18,U,GT3,T,0,0,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,5,1,1,1,1,4,0,11,11,12,B
610,MS,F,19,R,GT3,A,0,0,at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,1,5,4,1,4,1,0,8,0,0,D
611,MS,F,18,R,GT3,T,0,0,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,5,2,1,1,1,4,5,14,14,15,B
612,MS,M,17,R,GT3,T,1,1,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,5,5,5,1,3,2,4,10,11,11,B
613,MS,F,18,U,GT3,T,1,1,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,C
614,MS,F,17,R,GT3,T,1,1,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,5,2,12,12,12,B
615,MS,F,17,U,LE3,A,1,0,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,B
616,MS,M,18,U,LE3,T,0,0,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,1,3,2,1,2,3,2,14,13,14,B
617,MS,F,18,U,LE3,T,0,0,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18,A
618,MS,F,18,R,LE3,A,0,0,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,5,3,4,1,4,5,0,16,15,15,B
619,MS,F,18,U,GT3,T,1,1,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,2,1,3,3,6,13,12,13,B
620,MS,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,1,3,4,1,1,1,4,15,14,15,B
621,MS,F,17,R,GT3,T,0,0,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,1,2,2,1,2,3,0,13,13,13,B
622,MS,M,18,R,GT3,T,0,1,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,1,3,4,2,4,3,0,8,10,9,C
623,MS,M,18,U,LE3,T,1,1,teacher,services,other,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,5,2,2,2,2,5,0,15,16,16,A
624,MS,F,17,R,GT3,T,0,0,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9,C
625,MS,F,18,U,GT3,T,0,1,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10,C
626,MS,F,18,R,GT3,T,1,1,other,teacher,other,father,3,2,0,no,yes,no,no,no,yes,yes,yes,1,2,2,4,2,5,0,7,5,0,D
627,MS,M,18,R,LE3,T,0,0,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,5,3,3,2,3,3,3,9,10,10,C
628,MS,F,17,U,GT3,T,0,0,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,1,4,3,1,1,3,8,10,11,12,B
629,MS,F,17,R,GT3,T,0,0,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,1,5,5,1,3,1,4,7,8,9,C
630,MS,F,18,R,LE3,T,1,1,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17,A
631,MS,F,18,R,GT3,T,0,0,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,2,4,4,10,11,12,B
632,MS,F,19,R,GT3,T,0,0,at_home,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,1,3,4,7,8,9,C
633,MS,F,18,R,LE3,T,1,1,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14,B
634,MS,F,18,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,1,2,1,1,16,16,16,A
635,MS,F,17,R,GT3,T,1,0,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,5,4,2,3,1,10,8,9,9,C
636,MS,M,18,U,GT3,T,1,1,teacher,teacher,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,1,2,4,1,4,2,4,17,18,19,A
637,MS,M,18,R,GT3,T,0,0,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,5,4,3,1,3,5,0,7,7,0,D
638,MS,M,17,U,GT3,T,0,1,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,1,1,3,4,14,15,16,A
639,MS,M,19,R,GT3,T,0,0,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,5,3,2,1,3,5,0,5,8,0,D
640,MS,M,18,R,GT3,T,1,0,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0,D
641,MS,F,18,R,GT3,T,0,0,at_home,other,other,mother,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15,B
642,MS,F,17,U,GT3,T,1,1,teacher,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11,B
643,MS,F,18,R,GT3,T,1,1,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,2,5,4,7,9,10,C
644,MS,F,19,R,GT3,T,0,1,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,C
645,MS,F,18,U,LE3,T,1,0,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,4,1,1,1,4,15,15,16,A
646,MS,F,18,U,GT3,T,0,0,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9,C
647,MS,M,17,U,LE3,T,1,0,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,1,4,5,3,4,2,6,10,10,10,C
648,MS,M,18,R,LE3,T,1,0,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,5,4,1,3,4,5,4,10,11,11,B
